text,intent,sentiment
Cannot access Postpaid Gold service,technical,neutral
Cannot reach my ZENDBiz Connect 500 dashboard,technical,neutral
This month's ZENDCloud VM Enterprise charge has error,billing,neutral
ZENDOffice Net 500 experience is worst,complaint,angry
I require reimbursement for Postpaid Silver,refund,neutral
Why is my Postpaid Silver invoice is $500?,billing,neutral
Why is my ZENDOffice Net 200 charge indicates $143,billing,neutral
Cost of ZENDFiber 1 Gbps in Thailand,product,neutral
Return payment for Prepaid Plus,refund,neutral
My ZENDArchive Storage statement states $48,billing,neutral
Dreadful service with ZENDBiz Connect 1G,complaint,neutral
This billing cycle ZENDFiber 1 Gbps invoice has error,billing,neutral
How much does ZENDBiz Connect 1G cost in India?,product,neutral
Cancel ZENDCloud VM Basic service and refund,refund,neutral
Current Prepaid Unlimited billing has error,billing,neutral
Very poor quality Prepaid Plus,complaint,neutral
Can't log into ZENDOffice Net 500 account,technical,neutral
ZENDBiz Connect 100 extremely slow,technical,neutral
ZENDFleet IoT malfunction,technical,neutral
Wrong charge for ZENDBiz Connect 1G,billing,angry
Prepaid Unlimited doesn't work,technical,neutral
I want a refund for ZENDBiz Connect 100.,refund,neutral
ZENDBiz Connect 500 refund - within policy period,refund,neutral
Incorrect bill for Postpaid Platinum,billing,neutral
I require refund for ZENDBiz Connect 1G,refund,neutral
Refund ZENDFiber 1 Gbps.,refund,neutral
ZENDSmart Parking service unavailable in Singapore.,technical,neutral
Issue with bill for ZENDBiz Connect 100?,billing,neutral
Why is my Postpaid Platinum statement shows $40?,billing,neutral
Is ZENDOffice Net 200 support 5G?,product,neutral
Does ZENDCloud VM Enterprise have enterprise features,product,happy
My ZENDEnterprise Dedicated billing indicates $50,billing,neutral
Can't log into my Postpaid Silver service,technical,neutral
Can't connect to ZENDOffice Net 500,technical,neutral
Capabilities of ZENDCloud VM Enterprise,product,neutral
Low quality Prepaid Unlimited,complaint,neutral
Does ZENDSmart Lighting 5G compatible?,product,neutral
Can't log into my Prepaid Basic service,technical,neutral
My ZENDFiber Home 300 Mbps outage.,technical,neutral
Price of Postpaid Gold,product,happy
This billing cycle ZENDIndustrial Sensor charge has error?,billing,neutral
ZENDSmart Lighting is not working?,technical,neutral
I require a return for ZENDEnterprise Ultra?,refund,neutral
Why is my ZENDSmart Parking charge is $42,billing,neutral
What is ZENDFiber Home 300 Mbps SLA guarantee,product,happy
ZENDBiz Connect 100 is always problematic?,complaint,neutral
Capabilities of ZENDBiz Connect 1G,product,neutral
Cannot connect to Prepaid Unlimited,technical,neutral
Can you refund ZENDArchive Storage.,refund,neutral
I need reimbursement for ZENDFiber Home 300 Mbps,refund,neutral
How much is Prepaid Unlimited,product,neutral
What features does ZENDBiz Connect 1G have,product,happy
End ZENDFleet IoT service and refund.,refund,neutral
My ZENDFiber Home 300 Mbps billing states $66.,billing,neutral
Cannot reach my ZENDBiz Connect 100 account.,technical,neutral
Return my money for ZENDOffice Net 1G.,refund,neutral
Cannot connect to ZENDSmart Traffic dashboard,technical,neutral
What's ZENDStorage 1TB service level?,product,neutral
I would like return for ZENDOffice Net 200.,refund,neutral
I request refund for ZENDCloud VM Basic,refund,neutral
Why is my ZENDOffice Net 200 statement shows $100,billing,neutral
This month's ZENDEnterprise Ultra charge has error,billing,angry
Can't access ZENDOffice Net 1G,technical,neutral
Unable to log into my Prepaid Unlimited account,technical,neutral
What are the features of ZENDFiber Home 300 Mbps?,product,happy
Disgusting service with ZENDBiz Connect 1G,complaint,neutral
Unable to log into ZENDEnterprise Dedicated dashboard,technical,neutral
I request return for ZENDEnterprise Dedicated?,refund,neutral
I'm dissatisfied with ZENDOffice Net 1G,complaint,neutral
ZENDFiber 1 Gbps too slow.,complaint,neutral
I require a money back for ZENDEnterprise Ultra?,refund,neutral
I am frustrated with ZENDOffice Net 1G,complaint,neutral
What are the features of Postpaid Platinum have?,product,happy
Why is my Prepaid Basic charge indicates $18?,billing,neutral
Issue with bill for ZENDFiber Home 300 Mbps?,billing,neutral
This billing cycle ZENDBiz Connect 1G billing is incorrect,billing,angry
Explain Prepaid Unlimited,product,happy
Price of ZENDCloud VM Basic in Singapore,product,neutral
I seek refund for ZENDCloud VM Basic.,refund,neutral
Extremely disappointed with Postpaid Silver service,complaint,neutral
ZENDFleet IoT is constantly has issues,complaint,neutral
Can Prepaid Basic 5G compatible,product,happy
My ZENDSmart Lighting bill states $42,billing,neutral
What is ZENDSmart Lighting uptime guarantee?,product,happy
I paid $88 for ZENDSmart Traffic in India,billing,neutral
My Postpaid Platinum bill shows $42?,billing,neutral
Can you refund my ZENDCloud VM Pro,refund,neutral
I seek reimbursement for Prepaid Unlimited,refund,neutral
I request a refund for ZENDIndustrial Sensor.,refund,neutral
Postpaid Silver is too many problems,complaint,neutral
Worst quality with ZENDIndustrial Sensor.,complaint,angry
I require a return for ZENDBiz Connect 1G.,refund,neutral
Extremely disappointed with ZENDCloud VM Basic,complaint,neutral
Discontinue ZENDFleet IoT and refund,refund,neutral
ZENDFiber Home 300 Mbps never works properly,complaint,neutral
ZENDStorage 1TB enterprise features,product,happy
Cannot log into Postpaid Silver account,technical,neutral
My ZENDStorage 10TB statement indicates $18,billing,neutral
I would like refund for ZENDOffice Net 500.,refund,neutral
Why is my ZENDFiber 1 Gbps invoice shows $72?,billing,neutral
Please refund ZENDFleet IoT,refund,neutral
Refund for ZENDFleet IoT - within 7-day window,refund,neutral
What can ZENDCloud VM Basic do,product,neutral
ZENDOffice Net 1G enterprise features?,product,neutral
The Prepaid Basic charge shows $66,billing,neutral
Horrible service with ZENDFiber Home 100 Mbps,complaint,angry
The ZENDCloud VM Basic charge states $132,billing,neutral
My ZENDFleet IoT is not working,technical,neutral
My ZENDCloud VM Pro is not functioning,technical,neutral
ZENDOffice Net 1G quality is worst?,complaint,angry
The ZENDBiz Connect 500 billing is $18,billing,neutral
What features does ZENDSmart Lighting have,product,neutral
I would like a money back for ZENDIndustrial Sensor,refund,neutral
The ZENDStorage 10TB billing indicates $120,billing,neutral
My ZENDCloud VM Enterprise malfunction,technical,neutral
What can Postpaid Silver do?,product,happy
Why is my ZENDSmart Parking billing shows $77,billing,neutral
My ZENDFleet IoT bill states $44,billing,neutral
Can ZENDEnterprise Ultra 5G compatible?,product,neutral
Frustrated with ZENDFiber Home 300 Mbps service.,complaint,neutral
This month's ZENDEnterprise Dedicated invoice is wrong,billing,neutral
This billing cycle ZENDBiz Connect 500 charge is incorrect?,billing,angry
ZENDBiz Connect 500 failure,technical,neutral
Current ZENDFleet IoT invoice is wrong,billing,angry
Please refund Prepaid Basic.,refund,neutral
My Prepaid Plus invoice indicates $500,billing,neutral
Is ZENDStorage 10TB 5G compatible?,product,happy
Very disappointed with ZENDOffice Net 200 service?,complaint,neutral
ZENDOffice Net 500 refund - within 7 days.,refund,neutral
Issue with charge for ZENDFiber Home 300 Mbps?,billing,neutral
I want money back for Postpaid Silver,refund,neutral
I need money back for ZENDSmart Lighting.,refund,neutral
Cannot connect to Postpaid Gold dashboard.,technical,neutral
ZENDFiber Home 100 Mbps too many problems,complaint,neutral
Can't connect to my ZENDOffice Net 1G dashboard,technical,neutral
ZENDStorage 1TB malfunction,technical,neutral
Refund for ZENDEnterprise Ultra - within policy period?,refund,neutral
Postpaid Silver malfunction,technical,neutral
What is ZENDCloud VM Basic fair usage policy?,product,happy
End ZENDOffice Net 200 and refund,refund,neutral
Features of Postpaid Platinum have.,product,happy
Postpaid Gold is down in India,technical,neutral
Why is my ZENDBiz Connect 1G bill states $150?,billing,neutral
Stop Prepaid Unlimited service and refund,refund,neutral
ZENDIndustrial Sensor is offline,technical,neutral
I would like a reimbursement for Prepaid Plus,refund,neutral
My Prepaid Plus is offline,technical,neutral
Cannot reach ZENDCloud VM Enterprise dashboard,technical,neutral
My Postpaid Gold statement states $120,billing,neutral
The ZENDFleet IoT invoice is $48,billing,neutral
I am not happy with ZENDCloud VM Basic,complaint,neutral
I want reimbursement for ZENDArchive Storage,refund,neutral
The Postpaid Gold invoice indicates $180.,billing,neutral
Does ZENDIndustrial Sensor have consolidated invoicing,product,happy
ZENDArchive Storage poor performance.,technical,neutral
I want refund for ZENDOffice Net 200,refund,neutral
Terminate ZENDArchive Storage service and refund.,refund,neutral
This month's ZENDOffice Net 500 bill has error?,billing,neutral
ZENDBiz Connect 1G experience is awful,complaint,angry
Refund my ZENDCloud VM Basic.,refund,neutral
I am dissatisfied with ZENDArchive Storage,complaint,neutral
Explain ZENDIndustrial Sensor service,product,happy
Really disappointed with ZENDOffice Net 200 service,complaint,neutral
The ZENDBiz Connect 100 bill is $110,billing,neutral
Unable to access my ZENDCloud VM Enterprise dashboard?,technical,neutral
Refund Prepaid Unlimited,refund,neutral
This billing cycle ZENDStorage 1TB invoice is wrong,billing,neutral
What is ZENDBiz Connect 1G SLA?,product,happy
Describe ZENDCloud VM Enterprise,product,happy
ZENDArchive Storage refund - bought 3 days ago,refund,neutral
Terminate ZENDOffice Net 500 and refund,refund,neutral
ZENDCloud VM Pro service is inferior,complaint,neutral
I want money back for Prepaid Basic,refund,neutral
My ZENDOffice Net 200 stopped working,technical,neutral
Very disappointed with ZENDBiz Connect 100 service,complaint,neutral
The ZENDFiber Home 100 Mbps statement is $99,billing,neutral
Disgusting experience with ZENDSmart Traffic,complaint,neutral
Why is my ZENDIndustrial Sensor statement is $96,billing,neutral
Prepaid Basic quality is terrible?,complaint,angry
Very disappointed with ZENDIndustrial Sensor,complaint,neutral
The ZENDStorage 10TB statement indicates $20,billing,neutral
Really disappointed with ZENDOffice Net 500?,complaint,neutral
My ZENDSmart Traffic bill shows $44,billing,neutral
Can't access my ZENDEnterprise Dedicated dashboard,technical,neutral
Can't connect to ZENDCloud VM Basic service,technical,neutral
Abysmal service with ZENDFiber 1 Gbps.,complaint,neutral
ZENDFiber Home 100 Mbps service is appalling,complaint,neutral
ZENDBiz Connect 100 has stopped,technical,neutral
End ZENDCloud VM Basic and refund,refund,neutral
This month's ZENDIndustrial Sensor billing has error,billing,angry
Postpaid Gold quality is poor,complaint,neutral
What is ZENDEnterprise Dedicated service level?,product,happy
Postpaid Gold is poor performance,technical,neutral
ZENDBiz Connect 1G quality is pathetic,complaint,angry
ZENDOffice Net 200 service is horrible,complaint,angry
Tell me about ZENDOffice Net 200 fair usage policy.,product,neutral
Tell me about ZENDOffice Net 200,product,neutral
Describe Postpaid Silver.,product,neutral
Disgusting experience with ZENDFiber Home 100 Mbps,complaint,neutral
I require reimbursement for ZENDSmart Lighting.,refund,neutral
Can't access my ZENDStorage 1TB account.,technical,neutral
Can't connect to ZENDCloud VM Pro service,technical,neutral
I seek a reimbursement for ZENDBiz Connect 100.,refund,neutral
Tell me about ZENDStorage 1TB fair usage policy,product,neutral
ZENDStorage 1TB service unavailable in Thailand.,technical,neutral
How much is ZENDStorage 1TB in USA,product,happy
Does ZENDSmart Lighting support consolidated invoicing,product,neutral
I require a money back for Postpaid Gold,refund,neutral
Postpaid Gold is very slow,technical,neutral
This month's ZENDEnterprise Ultra invoice is incorrect?,billing,neutral
Can't connect to ZENDSmart Lighting account.,technical,neutral
Unhappy with ZENDFiber Home 300 Mbps service,complaint,neutral
Why is my ZENDEnterprise Ultra charge states $33,billing,neutral
Cannot connect to Postpaid Silver dashboard,technical,neutral
The ZENDFiber Home 100 Mbps charge shows $88,billing,neutral
I need a reimbursement for Prepaid Unlimited.,refund,neutral
Stop ZENDFleet IoT service and refund,refund,neutral
I would like return for ZENDFiber Home 100 Mbps,refund,neutral
Mistake in charge for ZENDCloud VM Pro,billing,neutral
Cannot log into my Prepaid Basic account,technical,neutral
I need a reimbursement for ZENDEnterprise Ultra?,refund,neutral
Does Prepaid Basic support predictive maintenance,product,neutral
ZENDSmart Lighting quality is bad?,complaint,neutral
Refund ZENDIndustrial Sensor,refund,neutral
What's the price of ZENDSmart Traffic in Thailand?,product,neutral
This billing cycle Postpaid Platinum bill is wrong,billing,neutral
Is ZENDFiber 1 Gbps 5G compatible,product,happy
My ZENDCloud VM Basic outage,technical,neutral
The ZENDCloud VM Basic bill states $21,billing,neutral
Features of ZENDEnterprise Ultra?,product,neutral
I seek a refund for ZENDEnterprise Ultra,refund,neutral
My ZENDOffice Net 1G charge states $72.,billing,neutral
Give my money back for ZENDOffice Net 500.,refund,neutral
ZENDBiz Connect 500 is too slow,complaint,neutral
Pathetic service with ZENDFiber 1 Gbps,complaint,angry
Tell me about ZENDSmart Lighting SLA guarantee.,product,neutral
ZENDStorage 10TB is running slow,technical,neutral
Unable to log into my Prepaid Unlimited.,technical,neutral
My ZENDStorage 1TB billing is $500,billing,neutral
What does ZENDBiz Connect 500 cost in Singapore,product,neutral
Low quality ZENDStorage 1TB,complaint,neutral
How much is ZENDEnterprise Dedicated in USA,product,neutral
Postpaid Gold service is abysmal,complaint,neutral
I need a refund for ZENDStorage 1TB.,refund,neutral
I seek a money back for ZENDStorage 10TB.,refund,neutral
I request money back for ZENDEnterprise Ultra,refund,neutral
Horrible quality with ZENDFleet IoT.,complaint,angry
I need a money back for ZENDStorage 1TB,refund,neutral
Cost of ZENDStorage 1TB.,product,happy
Awful quality with ZENDBiz Connect 500.,complaint,angry
Cannot reach my Postpaid Platinum,technical,neutral
I request a money back for ZENDArchive Storage,refund,neutral
Tell me about ZENDEnterprise Dedicated SLA?,product,neutral
Cancel Postpaid Silver and refund,refund,neutral
ZENDFiber 1 Gbps quality is low?,complaint,neutral
Does Prepaid Plus support 5G?,product,happy
Cannot log into ZENDSmart Traffic service,technical,neutral
I need money back for ZENDIndustrial Sensor,refund,neutral
Why is my ZENDFleet IoT bill indicates $30,billing,neutral
I request a refund for ZENDOffice Net 500,refund,neutral
Unsatisfied with ZENDOffice Net 200 service,complaint,neutral
Can't access my ZENDBiz Connect 100 service,technical,neutral
My Postpaid Platinum doesn't work,technical,neutral
Terrible service with ZENDCloud VM Enterprise,complaint,angry
Prepaid Basic service is substandard,complaint,neutral
Disgusting experience with Postpaid Gold,complaint,neutral
Not satisfied with ZENDCloud VM Pro service?,complaint,neutral
ZENDFiber Home 300 Mbps keeps disconnecting,technical,neutral
Cannot reach ZENDSmart Lighting service,technical,neutral
This billing cycle ZENDFiber Home 300 Mbps charge is wrong,billing,angry
I request a money back for ZENDCloud VM Basic,refund,neutral
I would like return for Prepaid Unlimited.,refund,neutral
ZENDStorage 10TB business capabilities,product,neutral
Prepaid Unlimited connectivity problem,technical,neutral
Prepaid Unlimited quality is terrible,complaint,angry
Describe ZENDEnterprise Dedicated?,product,neutral
Unable to log into ZENDCloud VM Basic service,technical,neutral
I require a return for ZENDEnterprise Dedicated,refund,neutral
ZENDFiber 1 Gbps outage,technical,neutral
Worst quality with ZENDFiber Home 100 Mbps,complaint,angry
The ZENDIndustrial Sensor invoice indicates $110,billing,neutral
Unable to log into my ZENDFiber Home 100 Mbps dashboard,technical,neutral
Prepaid Basic service is pathetic,complaint,angry
My ZENDCloud VM Basic bill is $56,billing,neutral
Describe ZENDCloud VM Basic.,product,neutral
Can't log into my Postpaid Platinum account,technical,neutral
Really disappointed with ZENDFiber Home 100 Mbps service,complaint,neutral
Pathetic service with Postpaid Gold,complaint,angry
ZENDBiz Connect 1G is always problematic,complaint,neutral
I request a refund for ZENDArchive Storage.,refund,neutral
Can't log into ZENDFleet IoT service,technical,neutral
How much is ZENDBiz Connect 1G in USA?,product,neutral
How much does ZENDBiz Connect 1G cost in Singapore,product,neutral
Why is my Postpaid Gold invoice indicates $200,billing,neutral
Does ZENDArchive Storage support consolidated invoicing,product,happy
Error in billing for ZENDFleet IoT,billing,angry
Cannot connect to my Prepaid Basic service,technical,neutral
Is ZENDOffice Net 200 5G enabled,product,neutral
Appalling experience with ZENDSmart Traffic.,complaint,neutral
Cannot connect to my ZENDOffice Net 500 dashboard.,technical,neutral
What is ZENDOffice Net 200 fair usage policy,product,neutral
Unable to access Postpaid Gold account,technical,neutral
I require refund for ZENDOffice Net 1G,refund,neutral
My ZENDBiz Connect 1G statement shows $70,billing,neutral
Prepaid Basic is down in India,technical,neutral
Process refund for ZENDSmart Traffic.,refund,neutral
Capabilities of ZENDOffice Net 1G have,product,happy
End ZENDEnterprise Ultra and refund?,refund,neutral
I seek reimbursement for ZENDSmart Parking,refund,neutral
The Postpaid Gold bill shows $20?,billing,neutral
Explain Postpaid Platinum.,product,neutral
ZENDIndustrial Sensor too many problems,complaint,neutral
Cannot access ZENDSmart Traffic account,technical,neutral
Can't access ZENDFiber Home 100 Mbps service,technical,neutral
I'm frustrated with Postpaid Platinum.,complaint,neutral
Info on ZENDCloud VM Enterprise,product,neutral
Cost of ZENDCloud VM Basic,product,happy
Disgusting service with ZENDCloud VM Basic,complaint,neutral
Give my money back for ZENDSmart Lighting,refund,neutral
Postpaid Platinum service is disgusting,complaint,neutral
Cannot reach my ZENDIndustrial Sensor,technical,neutral
Horrible experience with ZENDFiber Home 100 Mbps,complaint,angry
This month's ZENDBiz Connect 500 charge has error,billing,angry
How much does ZENDFiber Home 300 Mbps cost in India?,product,happy
I want a refund for Postpaid Silver,refund,neutral
Describe ZENDBiz Connect 100 service.,product,happy
I seek a refund for ZENDOffice Net 200,refund,neutral
ZENDSmart Traffic refund - within 7 days,refund,neutral
Current Prepaid Unlimited invoice is incorrect,billing,neutral
Awful quality with Prepaid Plus.,complaint,angry
Stop ZENDSmart Lighting service and refund,refund,neutral
I need reimbursement for ZENDCloud VM Enterprise?,refund,neutral
I require a return for ZENDFiber 1 Gbps,refund,neutral
ZENDFiber 1 Gbps doesn't work?,technical,neutral
Issue refund for my ZENDArchive Storage,refund,neutral
Current ZENDEnterprise Dedicated charge is incorrect?,billing,angry
What's ZENDSmart Traffic service level,product,happy
Horrible experience with Prepaid Unlimited,complaint,angry
Can't log into Prepaid Unlimited dashboard,technical,neutral
I'm unhappy with ZENDEnterprise Dedicated?,complaint,neutral
Explain Postpaid Silver,product,neutral
I require money back for ZENDEnterprise Ultra,refund,neutral
My ZENDStorage 10TB invoice is $80,billing,neutral
I am not satisfied with ZENDOffice Net 1G,complaint,neutral
Disgusting experience with ZENDFiber Home 100 Mbps?,complaint,neutral
I need return for ZENDCloud VM Pro,refund,neutral
What does Prepaid Plus cost?,product,neutral
I require money back for ZENDBiz Connect 1G,refund,neutral
Disappointed with Prepaid Basic,complaint,neutral
I need a reimbursement for ZENDOffice Net 500,refund,neutral
Cost of ZENDEnterprise Ultra in India,product,neutral
Can you refund Postpaid Gold.,refund,neutral
I seek refund for ZENDOffice Net 1G,refund,neutral
Cannot reach my ZENDOffice Net 500,technical,neutral
I am unhappy with ZENDFiber 1 Gbps,complaint,neutral
I request a return for ZENDIndustrial Sensor,refund,neutral
Issue refund for my Postpaid Gold?,refund,neutral
Can't log into my ZENDFiber 1 Gbps account,technical,neutral
The ZENDOffice Net 200 bill states $30,billing,neutral
The ZENDEnterprise Ultra bill states $21,billing,neutral
My ZENDBiz Connect 1G has stopped.,technical,neutral
I would like a return for ZENDSmart Lighting.,refund,neutral
Unable to access ZENDIndustrial Sensor dashboard,technical,neutral
My Postpaid Silver isn't working?,technical,neutral
My ZENDIndustrial Sensor bill is $30,billing,neutral
ZENDFiber Home 100 Mbps is too slow,complaint,neutral
Unable to log into my ZENDIndustrial Sensor account.,technical,neutral
Cannot access Postpaid Gold dashboard,technical,neutral
ZENDFiber Home 300 Mbps quality is atrocious,complaint,neutral
ZENDBiz Connect 100 outage,technical,neutral
My ZENDBiz Connect 500 charge states $220,billing,neutral
ZENDFleet IoT is down in Singapore,technical,neutral
Horrible service with ZENDCloud VM Basic,complaint,angry
I was charged $96 for ZENDStorage 1TB in Singapore,billing,neutral
Atrocious quality with ZENDSmart Parking,complaint,neutral
Describe ZENDBiz Connect 100 service,product,happy
This month's ZENDEnterprise Dedicated billing has error,billing,angry
Does ZENDEnterprise Dedicated support business capabilities,product,neutral
I would like reimbursement for ZENDFiber Home 100 Mbps.,refund,neutral
This month's ZENDOffice Net 200 bill is incorrect,billing,neutral
Mistake in billing for ZENDStorage 10TB?,billing,neutral
The ZENDEnterprise Ultra statement shows $9,billing,neutral
I want my money back for ZENDCloud VM Pro.,refund,neutral
ZENDIndustrial Sensor experience is worst,complaint,angry
What's ZENDCloud VM Pro fair usage policy?,product,happy
I want return for ZENDOffice Net 200.,refund,neutral
Can't connect to ZENDBiz Connect 100,technical,neutral
Why is my Postpaid Silver billing is $20,billing,neutral
Cannot reach ZENDOffice Net 200 account,technical,neutral
Cannot log into ZENDBiz Connect 500 service,technical,neutral
ZENDEnterprise Dedicated enterprise features,product,neutral
Please refund my ZENDSmart Lighting,refund,neutral
Horrible quality with ZENDSmart Traffic,complaint,angry
I request money back for ZENDStorage 10TB.,refund,neutral
Prepaid Plus service is pathetic,complaint,angry
Can't log into my ZENDSmart Lighting account,technical,neutral
ZENDOffice Net 200 malfunction,technical,neutral
I want a money back for ZENDOffice Net 200.,refund,neutral
My ZENDOffice Net 1G malfunction,technical,neutral
I want my money back for ZENDBiz Connect 100,refund,neutral
This month's ZENDFiber Home 100 Mbps bill is incorrect?,billing,angry
Terrible service with ZENDOffice Net 200,complaint,angry
I require a refund for ZENDIndustrial Sensor.,refund,neutral
What is ZENDOffice Net 200 service?,product,happy
Stop ZENDStorage 1TB and refund.,refund,neutral
Abysmal service with ZENDSmart Parking,complaint,neutral
Not satisfied with Postpaid Platinum service?,complaint,neutral
What's ZENDFiber Home 300 Mbps service level,product,neutral
This month's ZENDSmart Lighting charge has error,billing,angry
Explain ZENDStorage 1TB.,product,neutral
Cannot log into my ZENDFiber Home 300 Mbps,technical,neutral
ZENDFiber Home 300 Mbps is sluggish?,technical,neutral
Cannot reach Postpaid Gold account,technical,neutral
ZENDFiber Home 100 Mbps consolidated invoicing,product,neutral
Unable to access my Postpaid Silver,technical,neutral
The ZENDEnterprise Dedicated bill states $50,billing,neutral
End ZENDOffice Net 500 and refund,refund,neutral
ZENDIndustrial Sensor refund - within 7 days.,refund,neutral
I need a money back for ZENDBiz Connect 1G.,refund,neutral
This month's Prepaid Plus invoice has error,billing,angry
My ZENDBiz Connect 1G billing states $12.,billing,neutral
My ZENDCloud VM Basic statement indicates $64.,billing,neutral
Horrible experience with ZENDEnterprise Ultra?,complaint,angry
Can't access ZENDEnterprise Ultra service,technical,neutral
Info on ZENDSmart Parking.,product,happy
I request return for ZENDOffice Net 1G,refund,neutral
I paid $120 for ZENDSmart Traffic in India,billing,neutral
Cannot log into my Prepaid Unlimited dashboard,technical,neutral
How much does ZENDSmart Parking cost in Singapore,product,happy
I am frustrated with Postpaid Gold.,complaint,neutral
Does ZENDOffice Net 1G support 5G?,product,neutral
Atrocious service with ZENDCloud VM Enterprise,complaint,neutral
Unable to access ZENDOffice Net 200,technical,neutral
I am frustrated with Postpaid Platinum,complaint,neutral
The ZENDArchive Storage statement is $36,billing,neutral
Why is my ZENDOffice Net 1G invoice states $12?,billing,neutral
Can't log into ZENDSmart Lighting account.,technical,neutral
Return payment for ZENDBiz Connect 100,refund,neutral
What are the features of ZENDStorage 1TB,product,happy
My Postpaid Platinum invoice states $64.,billing,neutral
Worst service with ZENDCloud VM Pro,complaint,angry
Discontinue Prepaid Basic service and refund?,refund,neutral
Does ZENDSmart Traffic have enterprise features?,product,neutral
"In India, my ZENDEnterprise Dedicated bill is $120",billing,neutral
I need a refund for ZENDFiber 1 Gbps.,refund,neutral
What can ZENDCloud VM Enterprise do,product,neutral
ZENDSmart Traffic quality is inferior,complaint,neutral
How much is ZENDBiz Connect 500,product,neutral
Cancel ZENDFiber Home 300 Mbps service and refund.,refund,neutral
Cost of ZENDEnterprise Dedicated in Thailand,product,neutral
Can ZENDSmart Lighting 5G compatible.,product,neutral
What is Prepaid Plus SLA,product,neutral
The ZENDBiz Connect 100 charge shows $200,billing,neutral
Dreadful experience with ZENDCloud VM Enterprise,complaint,neutral
My ZENDSmart Lighting doesn't work,technical,neutral
Why is my Postpaid Silver invoice states $72,billing,neutral
Really disappointed with ZENDFiber Home 300 Mbps service,complaint,neutral
ZENDCloud VM Enterprise enterprise features?,product,neutral
Pathetic quality with ZENDBiz Connect 100.,complaint,angry
Get my money back for ZENDStorage 10TB,refund,neutral
I need refund for ZENDSmart Parking,refund,neutral
Is Postpaid Gold 5G enabled?,product,happy
This billing cycle ZENDStorage 10TB bill is wrong,billing,neutral
Can't log into ZENDEnterprise Ultra,technical,neutral
ZENDOffice Net 200 predictive maintenance,product,happy
I require a refund for ZENDSmart Lighting,refund,neutral
Unable to access my ZENDStorage 1TB,technical,neutral
I want my money back for ZENDIndustrial Sensor,refund,neutral
This billing cycle ZENDFiber Home 100 Mbps charge is incorrect,billing,angry
I want return for ZENDFiber Home 100 Mbps,refund,neutral
ZENDStorage 10TB service is atrocious,complaint,neutral
Cannot connect to my ZENDFiber Home 100 Mbps,technical,neutral
Discontinue Postpaid Platinum service and refund,refund,neutral
Can ZENDFiber Home 300 Mbps 5G compatible.,product,neutral
I seek a reimbursement for ZENDFiber Home 100 Mbps,refund,neutral
Why is my ZENDSmart Parking statement states $99,billing,neutral
I seek a refund for ZENDFiber Home 300 Mbps,refund,neutral
ZENDOffice Net 200 service is horrible?,complaint,angry
Can't connect to my Postpaid Gold account,technical,neutral
Prepaid Plus lagging,technical,neutral
Wrong invoice for ZENDSmart Parking,billing,neutral
The ZENDArchive Storage billing is $36,billing,neutral
Price of ZENDSmart Parking,product,neutral
Tell me about Postpaid Platinum,product,happy
Appalling experience with Prepaid Basic,complaint,neutral
Can't access ZENDSmart Parking dashboard,technical,neutral
Why is my Postpaid Gold charge indicates $42,billing,neutral
What's the price of ZENDFiber Home 100 Mbps?,product,neutral
Appalling service with ZENDSmart Lighting,complaint,neutral
Can't connect to my ZENDSmart Traffic dashboard,technical,neutral
What is ZENDCloud VM Pro FUP limit?,product,neutral
Abysmal experience with ZENDStorage 1TB,complaint,neutral
Postpaid Silver unreliable,complaint,neutral
Explain Postpaid Silver service.,product,happy
ZENDFiber 1 Gbps enterprise features,product,neutral
I seek reimbursement for Postpaid Silver,refund,neutral
Cannot connect to Postpaid Platinum service,technical,neutral
Pathetic experience with ZENDArchive Storage.,complaint,angry
ZENDFiber Home 100 Mbps doesn't work,technical,neutral
ZENDArchive Storage refund - purchased 5 days ago.,refund,neutral
This billing cycle Prepaid Plus charge has error?,billing,neutral
Cannot access my ZENDFiber Home 300 Mbps service,technical,neutral
Please refund Postpaid Platinum,refund,neutral
Displeased with ZENDArchive Storage service?,complaint,neutral
Can't access my ZENDEnterprise Ultra service,technical,neutral
Why is my ZENDBiz Connect 1G bill is $100,billing,neutral
Why is my ZENDBiz Connect 100 bill shows $99,billing,neutral
Incorrect charge for ZENDEnterprise Ultra,billing,neutral
Displeased with ZENDIndustrial Sensor service,complaint,neutral
Can't log into ZENDCloud VM Basic service.,technical,neutral
The ZENDCloud VM Basic billing indicates $120,billing,neutral
My ZENDFleet IoT charge shows $180,billing,neutral
I require a reimbursement for Prepaid Plus,refund,neutral
Why is my Prepaid Unlimited invoice indicates $80,billing,neutral
Issue refund for Postpaid Platinum?,refund,neutral
Cannot access my ZENDFiber Home 300 Mbps dashboard,technical,neutral
My ZENDCloud VM Enterprise billing is $143,billing,neutral
Can't log into Postpaid Gold account.,technical,neutral
My Postpaid Silver charge is $48,billing,neutral
Cannot access ZENDFiber 1 Gbps service,technical,neutral
Discontinue ZENDSmart Parking service and refund?,refund,neutral
Cannot connect to my ZENDOffice Net 200 dashboard,technical,neutral
Does ZENDEnterprise Dedicated 5G compatible,product,happy
Can't access my ZENDSmart Parking service,technical,neutral
Can't log into my ZENDOffice Net 1G dashboard,technical,neutral
ZENDSmart Traffic sluggish,technical,neutral
Cannot log into my ZENDBiz Connect 1G service,technical,neutral
