text,intent,sentiment
Return my money for Postpaid Gold - it's within the 7-day period .,refund,neutral
Can I process a refund for ZENDIndustrial Sensor?,refund,neutral
Terrible experience with ZENDMeet .,complaint,angry
My ZENDCloud VM Pro is not working.,technical,neutral
Details about ZENDIndustrial Sensor and the 1TB FUP limit are listed below .,product,neutral
I am unhappy with my Postpaid Gold service .,complaint,angry
I want a refund for my Prepaid Basic.,refund,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
"This is unacceptable, ZENDMeet is slow.",complaint,angry
ZENDStream is not working in my office.,technical,neutral
I am unhappy with my ZENDMeet service.,complaint,angry
Details about Postpaid Gold and the limit of 1TB FUP,product,neutral
I want a refund for my ZENDStream,refund,neutral
Details about ZENDIndustrial Sensor and the 1TB FUP limit.,product,neutral
My ZEND stream is not working.,technical,neutral
Details about ZENDStream and the 1TB FUP limit.,product,neutral
Return my money for ZENDFiber 1 Gbps - it's within the 7 day window .,refund,neutral
In India I was charged 60 for prepaid basic,billing,neutral
Incorrect billing for ZENDIndustrial Sensor this month .,billing,neutral
Please return the money for ZENDIndustrial Sensor - it is within the 7-day window .,refund,happy
Tell me more about ZENDFiber 1 Gbps .,product,neutral
My postpaid gold is not working.,technical,neutral
I was charged 150 USD for ZENDCloud VM Pro in Thailand .,billing,neutral
How does postpaid gold support 5G data?,product,happy
"This month, we have incorrect billing for ZENDStream .",billing,neutral
"This is unacceptable, ZENDIndustrial Sensor is slow.",complaint,angry
I would like a refund for my ZENDMeet,refund,happy
 Terrible experience with the ZENDIndustrial Sensor ,complaint,angry
Details about ZENDMeet and the 1TB FUP limit,product,neutral
This month was incorrect billing for ZENDStream .,billing,neutral
I can't access my ZENDStream dashboard.,technical,neutral
Terrible experience with postpaid gold.,complaint,angry
My ZENDMeet service is not working properly.,complaint,neutral
Details about the ZENDIndustrial Sensor and the 1TB FUP Limit.,product,neutral
The ZENDIndustrial Sensor Service is down in the USA .,technical,neutral
I was charged for Prepaid Basic in USA 36.,billing,neutral
The ZENDMeet service is down in Thailand .,technical,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
I can't access my basic pre-paid dashboard .,technical,neutral
My ZENDIndustrial Sensor is not working .,technical,neutral
The ZENDMeet service is out of service in Thailand .,technical,neutral
I can't access my ZENDFiber 1 Gbps dashboard .,technical,neutral
I want a refund for my ZENDIndustrial Sensor .,refund,neutral
ZENDFiber 1 Gbps supports SLA 99.9% ?,product,happy
"In Singapore, I was charged 120 euro for ZENDIndustrial Sensor .",billing,neutral
This is unacceptable - ZENDStream is slow .,complaint,angry
"This is unacceptable, ZENDIndustrial Sensor is slow .",complaint,angry
My ZENDFiber 1 GBs is not working.,technical,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Terrible experience with postpaid gold.,complaint,angry
The Postpaid Gold service is down in the USA.,technical,neutral
I want a refund for my ZENDIndustrial Sensor.,refund,neutral
I want a refund for my ZENDIndustrial Sensor.,refund,neutral
I am unhappy with the service of my ZENDIndustrial Sensors .,complaint,angry
I was charged 36 times for ZENDMeet in the United States .,billing,neutral
I want a refund for my ZENDIndustrial Sensor .,refund,neutral
I can't access my ZENDCloud VM Pro dashboard.,technical,neutral
The incorrect payment has been reported for the ZENDIndustrial Sensor in this month .,billing,neutral
This month is incorrect billing for ZENDIndustrial Sensor .,billing,neutral
I can’t access my ZENDCloud VM Pro dashboard .,technical,neutral
This month is incorrect billing for pre-paid basic,billing,neutral
Return my money for ZENDIndustrial Sensor - it is within the 7-day window .,refund,neutral
Details on postpaid gold and the 1TB FUP limit.,product,neutral
Does ZENDMeet support 99.9% SLA?,product,happy
I want a refund for my prepaid basic account .,refund,neutral
I want a refund for my ZENDStream .,refund,neutral
I want to get a refund for my ZENDstream .,refund,neutral
Return my money for ZENDMeet - it is within the 7-day window .,refund,neutral
Details about ZENDCloud VM Pro and 1TB FUP limit,product,neutral
Ich bin unhappy with my ZENDCloud VM Pro service .,complaint,angry
Postpaid Gold supports SLA 99.9% ?,product,happy
Incorrect billing for Postpaid Gold in this month .,billing,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
Does ZENDMeet support 5G data?,product,happy
This month is the wrong billing for ZENDFiber 1 Gbps .,billing,angry
Tell me more about ZENDIndustrial Sensor,product,neutral
My ZENDFiber 1 GBps is not working.,technical,neutral
"This is inacceptable, ZENDIndustrial Sensor is slow.",complaint,neutral
Terrible experience with Prepaid Basic.,complaint,angry
Why is my bill 120 for Postpaid Gold?,billing,neutral
Return my money for ZENDIndustrial Sensor - it's within the 7-day window.,refund,neutral
Why is my bill 120 for postpaid gold?,billing,neutral
The ZENDFiber 1 Gbps experience is terrible .,complaint,angry
I want a refund for my postpaid gold.,refund,neutral
Can you process a refund for Postpaid Gold ?,refund,neutral
My ZENDStream is not working.,technical,neutral
I cannot access my ZENDFiber 1 Gbps dashboard.,technical,neutral
I was charged 120 in Singapore for ZENDIndustrial Sensor .,billing,neutral
Incorrect billing for ZENDCloud VM Pro this month .,billing,neutral
Does ZENDCloud VM Pro support consolidated billing?,product,happy
This is unacceptable; ZENDMeet is slow.,complaint,angry
The pre-paid basic service is offline in the USA.,technical,neutral
The ZENDFiber 1 Gbps service is down in the USA .,technical,neutral
I was charged 60 $ for ZENDCloud VM Pro in India.,billing,neutral
I want to get a refund for my ZENDIndustrial Sensor,refund,neutral
I want a refund for my ZENDStream.,refund,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit,product,neutral
My pre-paid basic is not working.,technical,neutral
A horrible experience with ZENDIndustrial Sensor .,complaint,angry
I am unhappy with my ZENDMeet Service.,complaint,angry
Can you process a refund for ZENDMeet?,refund,neutral
Why is my bill 120 for ZENDMeet?,billing,neutral
This month has been incorrect billing for ZENDIndustrial Sensor .,billing,neutral
I can't access my Postpaid Gold dashboard .,technical,neutral
Details about Postpaid Gold and the 1TB FUP limit.,product,neutral
Supports ZENDStream 5G data?,product,happy
This is unacceptable because ZENDFiber 1 Gbps is slow.,complaint,angry
Terrible experience with ZENDCloud VM Pro .,complaint,angry
Does ZENDCloud VM Pro support SLA 99.9% ?,product,happy
I can't access my ZENDCloud VM Pro dashboard.,technical,neutral
I am not pleased with my postpaid Gold service .,complaint,angry
My ZENDIndustrial Sensor is not working.,technical,neutral
I was charged 60 for ZENDStream in India.,billing,neutral
"This is unacceptable, ZENDStream is slow .",complaint,angry
I can't access my ZENDFiber 1 Gbps dashboard .,technical,neutral
Why is my bill 150 for ZENDIndustrial Sensor?,billing,neutral
Return my money for prepaid basic - it's within the 7-day window .,refund,neutral
Tell me more about Prepaid Basic.,product,neutral
Why is my bill 60 for ZENDMeet?,billing,neutral
Incorrect billing of ZENDStream in this month .,billing,neutral
Return my money for Postpaid Gold - it's within the 7-day period .,refund,neutral
I can't access my ZENDStream dashboard.,technical,neutral
ZENDFiber 1 Gbps Service in India is not available .,technical,neutral
I was charged 60 for ZENDCloud VM Pro in India.,billing,neutral
Tell me about ZENDMeet more .,product,neutral
I can't access my ZENDMeet dashboard .,technical,neutral
Terrible experience with Postpaid gold.,complaint,angry
My ZENDFiber 1 Gbps is not working.,technical,neutral
I can't access my ZENDFiber 1 Gbps dashboard .,technical,neutral
I can't access my ZENDFiber 1 GBbps dashboard,technical,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit .,product,neutral
Can you process a refund for ZENDMeet ?,refund,neutral
I am unhappy with my ZENDFiber 1 Gbps service.,complaint,angry
I was charged 150 dollars for ZENDMeet in Thailand .,billing,neutral
The ZENDIndustrial Sensor service is not in India.,technical,neutral
Details on ZENDCloud VM Pro and the 1TB FUP limit are provided .,product,neutral
I want a refund of my postpaid gold.,refund,neutral
Tell me more about ZENDStream .,product,neutral
Can you process a refund for ZENDIndustrial Sensor?,refund,neutral
I am unhappy with my ZENDIndustrial Sensor Service .,complaint,angry
"This is unacceptable, ZENDStream is slow.",complaint,angry
Tell me more about ZENDMeet.,product,neutral
I cannot access my ZENDCloud VM Pro dashboard.,technical,neutral
My bill is 60 for Postpaid Gold ?,billing,neutral
Return my money for ZENDMeet - it’s within the 7 day window .,refund,neutral
Terrible experience with postpaid gold.,complaint,angry
I am unhappy with my Prepaid Basic service .,complaint,angry
"However, I am unhappy with my Postpaid Gold service.",complaint,angry
I want a refund for my pre-paid basic subscription.,refund,neutral
"This is unacceptable, ZENDIndustrial sensor is slow .",complaint,angry
Tell me more about ZENDCloud VM Pro .,product,neutral
The ZENDMeet service is down in Singapore .,technical,neutral
I want a refund for my prepaid basic account .,refund,neutral
Tell me about ZENDCloud VM Pro more.,product,neutral
Does ZENDFiber 1 Gbps support 5G data?,product,happy
Ich am unhappy with my postpaid gold service.,complaint,angry
I was charged 120 for ZENDFiber 1 Gbps in Singapore .,billing,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
My postpaid Gold is not working .,technical,neutral
For my ZENDCloud VM Pro I want a refund.,refund,neutral
I am unhappy with my Postpaid Gold service.,complaint,angry
I am unhappy with my service of ZENDIndustrial Sensors .,complaint,angry
This is unacceptable; Prepaid Basic is slow.,complaint,angry
"This is unacceptable, postpaid gold is slow.",complaint,angry
The ZENDCloud VM Pro service is not available in Thailand .,technical,neutral
Return my money for ZENDCloud VM Pro -- it's within 7 days window .,refund,neutral
The ZENDMeet service is down in Thailand .,technical,neutral
My ZENDIndustrial Sensor is not working.,technical,neutral
Why is my bill 150 for ZENDCloud VM Pro ?,billing,neutral
Why is my bill for ZENDIndustrial Sensor 60?,billing,neutral
My ZENDMeet is not working.,technical,neutral
My ZENDMeet is not working.,technical,neutral
Details about ZENDStream and the 1TB FUP limit .,product,neutral
"This month , incorrect billing for ZENDCloud VM Pro .",billing,neutral
Postpaid Gold supports Consolidated Invoicing?,product,happy
The dashboard is not accessible by ZENDFiber 1 Gbps .,technical,neutral
Details about the Prepaid Basic and the 1TB FUP limit .,product,neutral
I want a refund for my ZENDStream,refund,neutral
I am unhappy with my Postpaid Gold service .,complaint,angry
Warum is my Bill 36 for ZENDIndustrial Sensor ?,billing,neutral
The ZENDFiber 1 Gbps service is being stopped in India.,technical,neutral
The service of ZENDMeet is down in India.,technical,neutral
My postpaid gold is not working.,technical,neutral
Then return my money for ZENDFiber 1 Gbps - it's within the 7-day window .,refund,neutral
Can you process a refund for Postpaid Gold ?,refund,neutral
I want a refund for my ZENDStream.,refund,neutral
I was charged 60 euros for ZENDCloud VM Pro in India.,billing,neutral
I want a refund for my ZENDCloud VM Pro .,refund,neutral
My ZENDMeet doesn't work.,technical,neutral
This is a terrible experience with ZENDIndustrial Sensor .,complaint,angry
My ZENDFiber 1 Gbps is not working.,technical,neutral
Details of ZENDFiber 1 Gbps and the 1TB FUP limit .,product,neutral
I am unhappy with my Prepaid Basic service .,complaint,angry
Why is my Postpaid Gold bill 150 ?,billing,neutral
I can't access my ZENDIndustrial Sensor dashboard.,technical,neutral
Is ZENDFiber 1 Gbps Supporting Predictive Maintenance?,product,happy
"This is unacceptable, ZENDFiber 1 Gbps is slow .",complaint,angry
Tell me more about Prepaid Basic.,product,neutral
Tell me more about ZENDStream .,product,neutral
I am unhappy with my Prepaid Basic service .,complaint,angry
My Prepaid Basic is not working.,technical,neutral
I am unhappy with my pre-paid basic service.,complaint,angry
Terrible experience with pre-paid basic .,complaint,angry
Return my money for ZENDStream - it is within the 7-day window .,refund,neutral
Why my bill 150 is for ZENDIndustrial Sensor ?,billing,neutral
Incorrect billing for Prepaid Basic this month.,billing,neutral
This month incorrect billing of ZENDIndustrial Sensor .,billing,neutral
Does ZENDMeet support 5G data?,product,happy
The ZENDMeet service is down in the USA.,technical,neutral
I was charged 36 for ZENDStream in the US.,billing,neutral
I can't access my ZENDMeet dashboard .,technical,neutral
Return my money for ZENDFiber 1 Gbps - it's within the 7 day window.,refund,neutral
I want a refund for my ZEND stream .,refund,neutral
Details about the ZENDIndustrial Sensor and the 1TB FUP limit,product,neutral
I want a refund of my pre-paid basic .,refund,neutral
"This is unacceptable, ZENDStream is slow.",complaint,angry
Why is my bill 150 for ZENDStream?,billing,neutral
The prepaid / basic dashboard is unavailable for me .,technical,neutral
In India the ZENDIndustrial Sensor is down .,technical,neutral
Does Postpaid Gold support preventive maintenance?,product,happy
Tell me more about ZENDCloud VM Pro .,product,neutral
"In the USA , I was charged for ZENDFiber 1 Gbps 36 .",billing,neutral
My money for ZENDStream returns - it is within the 7 day window .,refund,neutral
Why is my bill 60 for ZENDStream?,billing,neutral
For ZENDCloud VM Pro I was charged 150 Euros in Thailand .,billing,neutral
I can't access my ZENDCloud VM Pro dashboard.,technical,neutral
I am unhappy with my ZENDMeet Service.,complaint,angry
Can you make a refund for ZENDFiber 1 Gbps?,refund,neutral
Why is my bill 150 for ZENDFiber 1 Gbps?,billing,neutral
Why my bill is 120 for pre-paid basic?,billing,neutral
Tell me more about ZENDFiber 1 Gbps .,product,neutral
I want a refund for my ZENDIndustrial Sensor.,refund,neutral
I am unhappy with my prepaid basic service.,complaint,angry
Supports ZENDFiber 1 Gbps prediction maintenance?,product,happy
Why is my bill 60 for ZENDCloud VM Pro?,billing,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
Details about ZENDFiber 1 Gbps and the 1TB FUP limit.,product,neutral
I want to receive a refund for my ZENDIndustrial Sensor .,refund,neutral
Why is my bill 60 for ZENDCloud VM Pro?,billing,neutral
This is unacceptable. Prepaid Basic is slow.,complaint,angry
"This is unacceptable, ZENDCloud VM Pro is slow.",complaint,angry
My ZENDFiber 1 Gbps is not working.,technical,neutral
Can you process a refund for ZENDStream ?,refund,neutral
You can process a refund for ZENDFiber 1 Gbps?,refund,neutral
For ZENDStream in the USA I was charged 36.,billing,neutral
For my ZENDFiber 1 Gbps I want a refund,refund,neutral
I can't access my ZENDFiber 1 Gbps dashboard.,technical,neutral
Tell me more about ZENDIndustrial Sensor .,product,neutral
The ZENDIndustrial Sensor service is down in Thailand.,technical,neutral
I was charged 150 for ZENDFiber 1 Gbps in Thailand .,billing,neutral
Postpaid Gold supports 5G data?,product,happy
I was charged 120 for the ZENDIndustrial Sensor in Singapore .,billing,neutral
I was charged 150 for ZENDMeet in Thailand .,billing,neutral
I can't access my ZENDFiber 1 Gbps dashboard .,technical,neutral
In Thailand the Prepaid Basic Service is down.,technical,neutral
Tell me more about Prepaid Basic,product,neutral
"This is unacceptable, ZENDCloud VM Pro is slow.",complaint,angry
Does prepaid basic support consolidation of billing?,product,happy
Supports ZENDMeet 5G data?,product,happy
Details about the ZENDIndustrial Sensor and the 1TB FUP limit .,product,neutral
"This is unacceptable, the basic payment is slow.",complaint,angry
"In a nutshell, I can't access my dashboard to ZENDStream .",technical,neutral
This is unacceptable. ZENDMeet is slow.,complaint,angry
Terrible experience with ZENDFiber 1 Gbps .,complaint,angry
I am unhappy with my ZENDIndustrial Sensor Service.,complaint,angry
I am unhappy with my service with ZENDStream .,complaint,angry
"For Prepaid Basic, a wrong billing was reported this month.",billing,angry
Return my money for ZENDMeet - it is within the 7-day window.,refund,neutral
Supports ZENDCloud VM Pro 5G data?,product,happy
Can you process a refund for ZENDIndustrial Sensor?,refund,neutral
I am unhappy with my ZENDMeet service .,complaint,angry
My ZENDMeet is not working.,technical,neutral
I was charged 120 for postpaid gold in Singapore.,billing,neutral
I had 60 charged for ZENDMeet in India.,billing,neutral
I was charged 120 for ZENDMeet in Singapore .,billing,neutral
"This is unacceptable, Prepaid Basic is slow .",complaint,angry
Terrible experience with postpaid gold.,complaint,angry
Does ZENDMeet support Consolidated invoices ?,product,happy
Terrible experience with ZENDMeet.,complaint,angry
ZENDStream has a terrible experience for us.,complaint,angry
"For ZENDStream , return my money within the 7-day window.",refund,neutral
The ZENDMeet service is down in Thailand.,technical,neutral
"This is unacceptable, ZENDIndustrial Sensor is slow.",complaint,angry
Why is my bill 120 for prepaid basic?,billing,neutral
"In Thailand, the Postpaid Gold service is down .",technical,neutral
I was charged 150 for ZENDStream in Thailand.,billing,neutral
Tell me more about Prepaid Basic .,product,neutral
The ZENDStream service is down in Thailand.,technical,neutral
Does ZENDCloud VM Pro support consolidated billing?,product,happy
My ZENDMeet is not working.,technical,neutral
Incorrect billing for ZENDStream this month.,billing,neutral
I am unhappy with my postpaid service Gold .,complaint,angry
My ZENDMeet is not working.,technical,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit.,product,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
"This month, the ZENDFiber 1 Gbps was incorrectly billing.",billing,neutral
Terrible experience with ZENDCloud VM Pro.,complaint,angry
Supports ZENDMeet Consolidated Invoicing?,product,happy
Terrible experience with ZENDCloud VM Pro.,complaint,angry
I am unhappy with my ZENDCloud VM Pro service.,complaint,angry
I want a refund for my ZENDIndustrial Sensor .,refund,neutral
Does ZENDFiber 1 support SLA 99.9% ?,product,happy
The Postpaid Gold Service is down in Singapore.,technical,neutral
I want a refund for my postpaid gold.,refund,neutral
Return my money for Postpaid Gold - it is within the 7-day window.,refund,neutral
The service ZENDIndustrial Sensor is not available in India .,technical,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
Details about ZENDStream and the 1TB FUP limit.,product,neutral
I want a refund for my ZENDFiber 1 Gbps.,refund,neutral
My ZENDIndustrial Sensor is not working.,technical,neutral
Tell me more about ZENDCloud VM Pro .,product,neutral
Warum is my bill 150 for ZENDCloud VM Pro?,billing,neutral
Tell me more about ZENDMeet .,product,neutral
I am unhappy with the ZENDMeet service.,complaint,angry
The ZENDCloud VM Pro service is down in Singapore .,technical,neutral
My ZENDCloud VM Pro is not working.,technical,neutral
Terrible experience with ZENDMeet.,complaint,angry
My ZENDIndustrial sensor is not working.,technical,neutral
I can't access my ZENDIndustrial Sensor dashboard.,technical,neutral
Terrible experience with ZENDStream.,complaint,angry
I can't access my ZENDCloud VM Pro dashboard .,technical,neutral
ZENDStream is not working in my life.,technical,neutral
Can you process a refund for postpaid gold?,refund,neutral
Return the money for ZENDFiber 1 Gbps - it will happen within the 7-day window .,refund,neutral
I can't access my Postpaid Gold dashboard .,technical,neutral
I can’t access my ZENDCloud VM Pro dashboard.,technical,neutral
I am unhappy with my ZENDFiber 1 Gbps service.,complaint,angry
I cannot access my Prepaid Basic dashboard .,technical,neutral
Details on prepaid basic and the 1TB FUP limit.,product,neutral
"This is unacceptable , ZENDMeet is slow.",complaint,angry
Send my money back to ZENDStream - it is within the 7-day window.,refund,neutral
I was charged 120 $ for ZENDStream in Singapore .,billing,neutral
Can you refund ZENDFiber 1 Gbps?,refund,neutral
Why is my bill 36 for ZENDStream ?,billing,neutral
My ZENDIndustrial Sensor is not working.,technical,neutral
I can't access my ZENDMeet dashboard.,technical,neutral
I am not happy with my ZENDMeet service .,complaint,angry
Terrible experience with Postpaid Gold,complaint,angry
Details about ZENDStream and the 1TB FUP limit were provided .,product,neutral
The ZENDStream service is down in Singapore.,technical,neutral
Inform me more about ZENDStream .,product,neutral
How can you complete a refund for ZENDMeet?,refund,neutral
Incorrect billing for postpaid gold this month.,billing,neutral
Why is my bill 150 for ZENDCloud VM Pro ?,billing,neutral
This is unacceptable. Prepaid Basic is slow .,complaint,angry
I want a refund for my Postpaid Gold.,refund,neutral
Does ZENDFiber support 1 Gbps 5G data ?,product,happy
The worst experience with ZENDStream.,complaint,angry
I was charged 60 rupees for ZENDFiber 1 Gbps in India .,billing,neutral
I was charged 120 for postpaid gold in Singapore.,billing,neutral
I can't access my Prepaid Basic dashboard .,technical,neutral
I am unhappy with my ZENDStream service.,complaint,angry
I am unhappy with my prepaid basic services .,complaint,angry
I am unhappy with my service ZENDIndustrial Sensors .,complaint,angry
Return my money for ZENDStream - it's within the 7-day window .,refund,neutral
I was charged 120 for ZENDStream in Singapore.,billing,neutral
Can you process a refund for Prepaid Basic?,refund,neutral
I am unhappy with my ZENDIndustrial Sensor service .,complaint,angry
I am unhappy with my ZENDIndustrial Sensor service.,complaint,angry
Warum is my bill 150 for ZENDStream ?,billing,neutral
My ZEND stream is not working.,technical,neutral
Return my money for ZENDStream - it is within the 7-day window.,refund,neutral
I can't access my ZENDCloud VM Pro dashboard.,technical,neutral
Terrible experience with Prepaid Basic .,complaint,angry
I can't access my Postpaid Gold dashboard.,technical,neutral
I was charged 150 for ZENDMeet in Thailand.,billing,neutral
The ZENDMeet service is down in Singapore .,technical,neutral
Terrible experience with Postpaid Gold.,complaint,angry
Ich can't access my Postpaid Gold dashboard.,technical,neutral
Tell me more about Postpaid Gold .,product,neutral
In Singapore the ZENDMeet service is gone.,technical,neutral
My ZENDIndustrial Sensor is not working.,technical,neutral
I was charged 150 in Thailand for the ZENDIndustrial Sensor .,billing,neutral
I can't access my ZENDIndustrial Sensor Dashboard .,technical,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit.,product,neutral
I can't access my Prepaid Basic dashboard .,technical,neutral
Terrible experience with Prepaid Basic.,complaint,angry
Tell me more about ZENDCloud VM Pro .,product,neutral
I want a refund for my ZENDIndustrial Sensor .,refund,neutral
In India I was charged 60 per prepaid Basic.,billing,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
I want a refund for my ZENDStream .,refund,neutral
I can't access my ZENDMeet dashboard.,technical,neutral
ZENDStream is not working.,technical,neutral
Details about ZENDFiber 1 Gbps and the 1TB FUP limit .,product,neutral
I was charged 36 for ZENDStream in the USA.,billing,neutral
Can you process a refund for Postpaid Gold?,refund,neutral
Why is my bill 120 for ZENDMeet?,billing,neutral
"For ZENDFiber 1 Gbps , can you process a refund?",refund,neutral
Why my bill is 36 for postpaid gold?,billing,neutral
I can't access my dashboard from ZENDFiber 1 Gbps .,technical,neutral
I am unhappy with my ZENDIndustrial Sensor service.,complaint,angry
I can't access my postpaid gold dashboard .,technical,neutral
This is unacceptable and ZENDIndustrial Sensor is slow.,complaint,angry
I was charged 120 baht for Prepaid Basic in Singapore.,billing,neutral
Details on Prepaid Basic and the Limit of 1 TB FUP,product,neutral
I can't access my ZENDIndustrial Sensor dashboard.,technical,neutral
My ZENDStream does not work.,technical,neutral
Terrible experience with ZENDCloud VM Pro.,complaint,angry
I am unhappy with my Postpaid Gold service .,complaint,angry
I was charged 150 for ZENDStream in Thailand.,billing,neutral
In Singapore I was charged 120 for ZENDMeet.,billing,neutral
My ZENDCloud VM Pro is not working .,technical,neutral
My Postpaid Gold is not working.,technical,neutral
Incorrect billing for ZENDIndustrial Sensor in this month .,billing,neutral
The Postpaid Gold billing is incorrect this month .,billing,neutral
Can I access my ZENDIndustrial Sensor dashboard?,technical,neutral
My money for ZENDFiber 1 Gbps returns - it is within the 7-day window.,refund,neutral
My Postpaid Gold is not working.,technical,neutral
Why is my bill 150 for ZENDFiber 1 Gbps?,billing,neutral
Tell me more about ZENDStream .,product,neutral
I can't access my dashboard for ZENDCloud VM Pro .,technical,neutral
This is unacceptable: ZENDMeet is slow .,complaint,angry
This is unacceptable because ZENDStream is slow.,complaint,angry
The ZENDStream service is down in the United States.,technical,happy
My ZENDMeet is not working.,technical,neutral
Terrible experience with ZENDMeet.,complaint,angry
"For this month, ZENDMeet received incorrectly invoiced .",billing,neutral
Tell me more about Postpaid Gold.,product,neutral
Details about Postpaid Gold and the 1TB FUP limit,product,neutral
The ZENDFiber 1 Gbps service is down in the US.,technical,neutral
The ZENDStream service is running in Thailand.,technical,neutral
I was charged 120 for ZENDMeet in Singapore.,billing,neutral
Details about Postpaid Gold and the 1TB FUP limit .,product,neutral
"This is unacceptable , ZENDCloud VM Pro is slow .",complaint,angry
Details about pre-paid basic and the 1TB FUP limit.,product,neutral
Can't access my dashboard by ZENDStream .,technical,neutral
Prepaid basic support is predictive maintenance?,product,happy
The Terrible Experience with ZENDMeet,complaint,angry
Ich can't access my ZENDFiber 1 Gbps dashboard .,technical,neutral
"This month, the prepaid basic billing was wrong.",billing,angry
Warum is my bill 120 for ZENDMeet?,billing,neutral
Why is my Bill 120 for Prepaid Basic ?,billing,neutral
My ZENDStream is not working.,technical,neutral
Details about ZENDFiber 1 Gbps and the 1TB FUP limit .,product,neutral
 Terrible experience with ZENDCloud VM Pro.,complaint,angry
Tell me more about Prepaid Basic.,product,neutral
I am unhappy with my ZENDStream service .,complaint,angry
For ZENDStream I was charged 36 in the United States.,billing,neutral
"For ZENDMeet in Thailand, I was charged 150 .",billing,neutral
Details about ZENDStream and the 1TB FUP limit.,product,neutral
In my ZENDIndustrial Sensor Dashboard I can't access it.,technical,neutral
Details of Postpaid Gold and the 1TB FUP limit.,product,neutral
Terrible experience with ZENDCloud VM Pro .,complaint,angry
Why my cps 60 is not for ZENDFiber 1 Gbps ?,billing,neutral
"For Prepaid Basic this month, the correct billing was not available .",billing,neutral
Return my money for ZENDFiber 1 Gbps -- it is within the 7 day window,refund,neutral
Return my money for the ZENDIndustrial Sensor - the shipping time is within the 7 day window .,refund,neutral
Why is my bill 150 for ZENDStream?,billing,neutral
Return my money for ZENDMeet - it is within the 7-day window.,refund,neutral
"This month, there was incorrect billing for ZENDStream.",billing,neutral
Refund for my money to ZENDStream - it is within the 7-day window .,refund,neutral
Return my money to ZENDStream - it's within the 7-day window .,refund,neutral
Details about ZENDCloud VM Pro and the limit of 1TB FUP .,product,neutral
What else about ZENDFiber 1 Gbps would you tell me about?,product,neutral
Tell me more about ZENDFiber 1 Gbps .,product,neutral
Details about ZENDMeet and the 1TB FUP limit.,product,neutral
Details about ZENDIndustrial Sensor and the 1TB FUP limit.,product,neutral
The pre-paid basic service is down in the USA.,technical,neutral
Y can I request a refund for ZENDIndustrial Sensor?,refund,neutral
Why is my bill 60 for ZENDFiber 1 Mbps?,billing,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
"Yes, for ZENDStream.",refund,happy
I am unhappy with my service ZENDFiber 1 Gbps .,complaint,angry
This month was incorrect billing for the Prepaid Basic .,billing,neutral
Details about ZENDStream and the 1TB FUP limit .,product,neutral
Details about ZENDCloud VM Pro and the 1TB FUP limit .,product,neutral
"This month, for ZENDCloud VM Pro, incorrect billing happened.",billing,neutral
My ZENDMeet does not work.,technical,neutral
My ZENDFiber 1 Gbps is not working.,technical,neutral
My ZENDStream is not working.,technical,neutral
I can return my money for ZENDCloud VM Pro - it's within the 7 day window .,refund,neutral
Can you process a refund for pre-paid basic?,refund,neutral
I can't access the dashboard of my ZENDIndustrial Sensor .,technical,neutral
Terrible experience with ZENDStream.,complaint,angry
Give me more information about ZENDMeet .,product,neutral
Tell me more about Postpaid Gold .,product,neutral
Can you process a refund for ZENDCloud VM Pro ?,refund,neutral
Return my money for ZENDIndustrial Sensor - it is within the 7-day window .,refund,neutral
Tell me more about ZENDMeet .,product,neutral
Terrible experience with ZENDIndustrial Sensor.,complaint,angry
My postpaid gold is not working .,technical,neutral
Then return my money for prepaid basic - it is within the 7-day window .,refund,neutral
"This is unacceptable, Prepaid Basic is slow.",complaint,angry
This month was correct billing for ZENDStream .,billing,neutral
Postpaid Gold supports Preventive Maintenance ?,product,happy
Why is my bill 150 for ZENDIndustrial Sensor?,billing,neutral
This month is incorrect billing for ZENDIndustrial Sensor .,billing,neutral
I am unhappy with my ZENDMeet service.,complaint,angry
Details about the 1Gbps ZENDFiber and the 1TB FUP limit.,product,neutral
I want a refund for my ZENDCloud VM Pro.,refund,neutral
I am unhappy with my ZENDStream service.,complaint,angry
I had a bad experience with ZENDStream .,complaint,angry
For my ZENDMeet I want a refund .,refund,neutral
I am unhappy with the service of my ZENDIndustrial Sensor .,complaint,angry
Tell me more about ZENDFiber 1 Gbps .,product,neutral
Tell me more about ZENDIndustrial Sensor .,product,neutral
Can you process a refund for ZENDFiber 1 Gbps ?,refund,neutral
Can you process a refund for ZENDCloud VM Pro?,refund,neutral
